YearsGroup,DevType,Language,Count,Rank
junior,Educator,Kotlin,9,17
junior,Educator,Go,7,18
junior,Educator,Assembly,6,19
junior,Educator,PowerShell,6,20
junior,Educator,Rust,4,21
junior,Educator,Dart,4,22
junior,Educator,MATLAB,3,23
junior,Educator,VBA,3,24
junior,Educator,APL,3,25
junior,Educator,Objective-C,3,26
junior,Educator,Solidity,2,27
junior,Educator,Scala,2,28
junior,Educator,Bash/Shell (all shells),1,29
junior,Educator,Perl,1,30
junior,Educator,Matlab,1,31
junior,Educator,Erlang,1,32
junior,Educator,Elixir,1,33
junior,"Engineer, data",Python,179,1
junior,"Engineer, data",SQL,160,2
junior,"Engineer, data",JavaScript,101,3
junior,"Engineer, data",HTML/CSS,93,4
junior,"Engineer, data",R,37,5
junior,"Engineer, data",Java,33,6
junior,"Engineer, data",C,32,7
junior,"Engineer, data",C#,32,8
junior,"Engineer, data",Bash/Shell,32,9
junior,"Engineer, data",C++,29,10
junior,"Engineer, data",PHP,26,11
junior,"Engineer, data",TypeScript,26,12
junior,"Engineer, data",Bash/Shell/PowerShell,26,13
junior,"Engineer, data",VBA,19,14
junior,"Engineer, data",Go,15,15
junior,"Engineer, data",Node.js,13,16
junior,"Engineer, data",Bash/Shell (all shells),12,17
junior,"Engineer, data",Scala,12,18
junior,"Engineer, data",PowerShell,10,19
junior,"Engineer, data",Dart,9,20
junior,"Engineer, data",Rust,8,21
junior,"Engineer, data",Ruby,5,22
junior,"Engineer, data",Kotlin,5,23
junior,"Engineer, data",MATLAB,4,24
junior,"Engineer, data",Swift,4,25
junior,"Engineer, data",Assembly,4,26
junior,"Engineer, data",Julia,4,27
junior,"Engineer, data",Matlab,3,28
junior,"Engineer, data",Groovy,2,29
junior,"Engineer, data",APL,2,30
junior,"Engineer, data",Clojure,2,31
junior,"Engineer, data",Haskell,2,32
junior,"Engineer, data",SAS,1,33
junior,"Engineer, data",Solidity,1,34
junior,"Engineer, data",Perl,1,35
junior,"Engineer, data",F#,1,36
junior,"Engineer, data",Apex,1,37
junior,"Engineer, data",Elixir,1,38
junior,"Engineer, data",LISP,1,39
junior,"Engineer, data",Erlang,1,40
junior,"Engineer, data",Delphi,1,41
junior,"Engineer, site reliability",JavaScript,38,1
junior,"Engineer, site reliability",Python,37,2
junior,"Engineer, site reliability",SQL,35,3
junior,"Engineer, site reliability",HTML/CSS,35,4
junior,"Engineer, site reliability",Java,22,5
junior,"Engineer, site reliability",C,19,6
junior,"Engineer, site reliability",TypeScript,16,7
junior,"Engineer, site reliability",C++,15,8
junior,"Engineer, site reliability",Bash/Shell,15,9
junior,"Engineer, site reliability",Bash/Shell/PowerShell,15,10
junior,"Engineer, site reliability",C#,13,11
junior,"Engineer, site reliability",PHP,13,12
junior,"Engineer, site reliability",Kotlin,10,13
junior,"Engineer, site reliability",Go,9,14
junior,"Engineer, site reliability",Node.js,9,15
junior,"Engineer, site reliability",Rust,7,16
junior,"Engineer, site reliability",Ruby,6,17
junior,"Engineer, site reliability",Dart,5,18
junior,"Engineer, site reliability",PowerShell,5,19
junior,"Engineer, site reliability",Assembly,4,20
junior,"Engineer, site reliability",Lua,3,21
junior,"Engineer, site reliability",Scala,3,22
junior,"Engineer, site reliability",Swift,3,23
junior,"Engineer, site reliability",Erlang,3,24
junior,"Engineer, site reliability",Bash/Shell (all shells),2,25
junior,"Engineer, site reliability",R,2,26
junior,"Engineer, site reliability",Solidity,2,27
junior,"Engineer, site reliability",APL,2,28
junior,"Engineer, site reliability",VBA,2,29
junior,"Engineer, site reliability",Matlab,2,30
junior,"Engineer, site reliability",Elixir,2,31
junior,"Engineer, site reliability",Groovy,1,32
junior,"Engineer, site reliability",SAS,1,33
junior,"Engineer, site reliability",LISP,1,34
junior,"Engineer, site reliability",Julia,1,35
junior,"Engineer, site reliability",Other(s):,1,36
junior,Engineering manager,JavaScript,25,1
junior,Engineering manager,HTML/CSS,22,2
junior,Engineering manager,SQL,19,3
junior,Engineering manager,Python,17,4
junior,Engineering manager,TypeScript,14,5
junior,Engineering manager,C#,12,6
junior,Engineering manager,PHP,11,7
junior,Engineering manager,Bash/Shell,10,8
junior,Engineering manager,C++,10,9
junior,Engineering manager,Java,7,10
junior,Engineering manager,PowerShell,7,11
junior,Engineering manager,Go,6,12
junior,Engineering manager,Node.js,6,13
junior,Engineering manager,C,5,14
junior,Engineering manager,Swift,4,15
junior,Engineering manager,Dart,3,16
junior,Engineering manager,APL,3,17
junior,Engineering manager,VBA,3,18
junior,Engineering manager,Assembly,3,19
junior,Engineering manager,Rust,3,20
junior,Engineering manager,Bash/Shell/PowerShell,3,21
junior,Engineering manager,Solidity,2,22
junior,Engineering manager,Kotlin,2,23
junior,Engineering manager,MATLAB,2,24
junior,Engineering manager,Ruby,2,25
junior,Engineering manager,Erlang,2,26
junior,Engineering manager,SAS,1,27
junior,Engineering manager,Perl,1,28
junior,Engineering manager,R,1,29
junior,Engineering manager,Scala,1,30
junior,Engineering manager,Matlab,1,31
junior,Engineering manager,Elixir,1,32
junior,Marketing or sales professional,HTML/CSS,24,1
junior,Marketing or sales professional,JavaScript,23,2
junior,Marketing or sales professional,SQL,13,3
junior,Marketing or sales professional,Python,12,4
junior,Marketing or sales professional,PHP,10,5
junior,Marketing or sales professional,TypeScript,7,6
junior,Marketing or sales professional,Node.js,6,7
junior,Marketing or sales professional,Java,5,8
junior,Marketing or sales professional,C,4,9
junior,Marketing or sales professional,PowerShell,4,10
junior,Marketing or sales professional,VBA,4,11
junior,Marketing or sales professional,Ruby,3,12
junior,Marketing or sales professional,Swift,3,13
junior,Marketing or sales professional,C++,3,14
junior,Marketing or sales professional,Bash/Shell,3,15
junior,Marketing or sales professional,Dart,2,16
junior,Marketing or sales professional,APL,2,17
junior,Marketing or sales professional,C#,2,18
junior,Marketing or sales professional,R,2,19
junior,Marketing or sales professional,Kotlin,1,20
junior,Marketing or sales professional,MATLAB,1,21
junior,Marketing or sales professional,Solidity,1,22
junior,Marketing or sales professional,Perl,1,23
junior,Marketing or sales professional,SAS,1,24
junior,Marketing or sales professional,Scala,1,25
junior,Marketing or sales professional,Go,1,26
junior,Marketing or sales professional,Matlab,1,27
junior,Marketing or sales professional,Bash/Shell/PowerShell,1,28
junior,Other (please specify):,JavaScript,48,1
junior,Other (please specify):,Python,44,2
junior,Other (please specify):,HTML/CSS,41,3
junior,Other (please specify):,SQL,40,4
junior,Other (please specify):,Bash/Shell,21,5
junior,Other (please specify):,TypeScript,18,6
junior,Other (please specify):,PowerShell,16,7
junior,Other (please specify):,PHP,13,8
junior,Other (please specify):,C#,12,9
junior,Other (please specify):,Node.js,12,10
junior,Other (please specify):,C++,11,11
junior,Other (please specify):,Java,11,12
junior,Other (please specify):,C,10,13
junior,Other (please specify):,Dart,7,14
junior,Other (please specify):,VBA,6,15
junior,Other (please specify):,Rust,4,16
junior,Other (please specify):,R,4,17
junior,Other (please specify):,Ruby,3,18
junior,Other (please specify):,Lua,3,19
junior,Other (please specify):,Bash/Shell (all shells),3,20
junior,Other (please specify):,Go,3,21
junior,Other (please specify):,Swift,3,22
junior,Other (please specify):,Elixir,2,23
junior,Other (please specify):,Objective-C,2,24
junior,Other (please specify):,Clojure,2,25
junior,Other (please specify):,Perl,2,26
junior,Other (please specify):,Assembly,2,27
junior,Other (please specify):,Delphi,1,28
junior,Other (please specify):,MATLAB,1,29
junior,Other (please specify):,APL,1,30
junior,Other (please specify):,Crystal,1,31
junior,Other (please specify):,Solidity,1,32
junior,Other (please specify):,COBOL,1,33
junior,Other (please specify):,Erlang,1,34
junior,Other (please specify):,F#,1,35
junior,Other (please specify):,Groovy,1,36
junior,Other (please specify):,LISP,1,37
junior,Other (please specify):,Haskell,1,38
junior,Other (please specify):,SAS,1,39
junior,Other (please specify):,Fortran,1,40
junior,Other (please specify):,Julia,1,41
junior,Other (please specify):,OCaml,1,42
junior,Other (please specify):,Kotlin,1,43
junior,Product manager,HTML/CSS,44,1
junior,Product manager,JavaScript,42,2
junior,Product manager,SQL,36,3
junior,Product manager,Python,29,4
junior,Product manager,TypeScript,18,5
junior,Product manager,PHP,14,6
junior,Product manager,Java,13,7
junior,Product manager,C++,10,8
junior,Product manager,C#,9,9
junior,Product manager,C,9,10
junior,Product manager,PowerShell,8,11
junior,Product manager,Bash/Shell,8,12
junior,Product manager,Node.js,8,13
junior,Product manager,Dart,7,14
junior,Product manager,Bash/Shell/PowerShell,7,15
junior,Product manager,Ruby,5,16
junior,Product manager,Go,5,17
junior,Product manager,R,5,18
junior,Product manager,VBA,4,19
junior,Product manager,Bash/Shell (all shells),3,20
junior,Product manager,MATLAB,3,21
junior,Product manager,Kotlin,3,22
junior,Product manager,Rust,3,23
junior,Product manager,Assembly,2,24
junior,Product manager,APL,2,25
junior,Product manager,Solidity,2,26
junior,Product manager,Julia,2,27
junior,Product manager,SAS,1,28
junior,Product manager,Swift,1,29
junior,Product manager,Delphi,1,30
junior,Product manager,Scala,1,31
junior,Product manager,Perl,1,32
junior,Product manager,Matlab,1,33
junior,Product manager,Objective-C,1,34
junior,Project manager,JavaScript,13,1
junior,Project manager,HTML/CSS,13,2
junior,Project manager,SQL,13,3
junior,Project manager,Python,11,4
junior,Project manager,TypeScript,11,5
junior,Project manager,PHP,9,6
junior,Project manager,Bash/Shell,6,7
junior,Project manager,C++,5,8
junior,Project manager,PowerShell,5,9
junior,Project manager,Java,4,10
junior,Project manager,Swift,4,11
junior,Project manager,Dart,3,12
junior,Project manager,APL,2,13
junior,Project manager,MATLAB,2,14
junior,Project manager,Solidity,2,15
junior,Project manager,C#,2,16
junior,Project manager,Go,2,17
junior,Project manager,Bash/Shell (all shells),1,18
junior,Project manager,Assembly,1,19
junior,Project manager,Perl,1,20
junior,Project manager,Scala,1,21
junior,Project manager,VBA,1,22
junior,Project manager,Ruby,1,23
junior,Project manager,SAS,1,24
junior,Project manager,C,1,25
junior,Project manager,Kotlin,1,26
junior,Research & Development role,Python,6,1
junior,Research & Development role,HTML/CSS,5,2
junior,Research & Development role,SQL,5,3
junior,Research & Development role,JavaScript,5,4
junior,Research & Development role,TypeScript,4,5
junior,Research & Development role,Bash/Shell (all shells),4,6
junior,Research & Development role,PowerShell,3,7
junior,Research & Development role,PHP,2,8
junior,Research & Development role,C#,2,9
junior,Research & Development role,Go,2,10
junior,Research & Development role,C++,2,11
junior,Research & Development role,Solidity,2,12
junior,Research & Development role,Java,1,13
junior,Research & Development role,Rust,1,14
junior,Research & Development role,Kotlin,1,15
junior,Research & Development role,Swift,1,16
junior,Research & Development role,R,1,17
junior,Research & Development role,VBA,1,18
junior,Scientist,Python,33,1
junior,Scientist,SQL,26,2
junior,Scientist,JavaScript,22,3
junior,Scientist,HTML/CSS,20,4
junior,Scientist,R,13,5
junior,Scientist,C,9,6
junior,Scientist,Java,8,7
junior,Scientist,PHP,7,8
junior,Scientist,C++,6,9
junior,Scientist,Bash/Shell/PowerShell,6,10
junior,Scientist,C#,5,11
junior,Scientist,Go,3,12
junior,Scientist,VBA,3,13
junior,Scientist,Ruby,3,14
junior,Scientist,PowerShell,3,15
junior,Scientist,Assembly,2,16
junior,Scientist,Swift,2,17
junior,Scientist,Node.js,2,18
junior,Scientist,Julia,2,19
junior,Scientist,Rust,2,20
junior,Scientist,Haskell,2,21
junior,Scientist,Bash/Shell,2,22
junior,Scientist,TypeScript,2,23
junior,Scientist,APL,2,24
junior,Scientist,Matlab,2,25
junior,Scientist,SAS,1,26
junior,Scientist,MATLAB,1,27
junior,Scientist,Objective-C,1,28
junior,Scientist,LISP,1,29
junior,Scientist,Other(s):,1,30
junior,Security professional,Python,13,1
junior,Security professional,SQL,12,2
junior,Security professional,HTML/CSS,12,3
junior,Security professional,JavaScript,11,4
junior,Security professional,TypeScript,8,5
junior,Security professional,C++,6,6
junior,Security professional,Java,6,7
junior,Security professional,PowerShell,6,8
junior,Security professional,PHP,5,9
junior,Security professional,Bash/Shell,5,10
junior,Security professional,Go,4,11
junior,Security professional,C#,4,12
junior,Security professional,Bash/Shell (all shells),3,13
junior,Security professional,C,3,14
junior,Security professional,VBA,3,15
junior,Security professional,Groovy,2,16
junior,Security professional,Rust,2,17
junior,Security professional,Assembly,2,18
junior,Security professional,Dart,2,19
junior,Security professional,APL,2,20
junior,Security professional,Swift,2,21
junior,Security professional,MATLAB,2,22
junior,Security professional,Solidity,2,23
junior,Security professional,Visual Basic (.Net),1,24
junior,Security professional,R,1,25
junior,Security professional,Lisp,1,26
junior,Security professional,Crystal,1,27
junior,Security professional,Kotlin,1,28
junior,Security professional,SAS,1,29
junior,Security professional,Ruby,1,30
junior,Security professional,Perl,1,31
junior,Security professional,Scala,1,32
junior,"Senior Executive (C-Suite, VP, etc.)",JavaScript,9,1
junior,"Senior Executive (C-Suite, VP, etc.)",Python,7,2
junior,"Senior Executive (C-Suite, VP, etc.)",SQL,6,3
junior,"Senior Executive (C-Suite, VP, etc.)",Bash/Shell,6,4
junior,"Senior Executive (C-Suite, VP, etc.)",HTML/CSS,6,5
junior,"Senior Executive (C-Suite, VP, etc.)",TypeScript,5,6
junior,"Senior Executive (C-Suite, VP, etc.)",PowerShell,4,7
junior,"Senior Executive (C-Suite, VP, etc.)",Go,3,8
junior,"Senior Executive (C-Suite, VP, etc.)",Dart,2,9
junior,"Senior Executive (C-Suite, VP, etc.)",C++,2,10
junior,"Senior Executive (C-Suite, VP, etc.)",Java,2,11
junior,"Senior Executive (C-Suite, VP, etc.)",Node.js,2,12
junior,"Senior Executive (C-Suite, VP, etc.)",APL,2,13
junior,"Senior Executive (C-Suite, VP, etc.)",Ruby,2,14
junior,"Senior Executive (C-Suite, VP, etc.)",C#,2,15
junior,"Senior Executive (C-Suite, VP, etc.)",MATLAB,2,16
junior,"Senior Executive (C-Suite, VP, etc.)",Solidity,2,17
junior,"Senior Executive (C-Suite, VP, etc.)",Scala,1,18
junior,"Senior Executive (C-Suite, VP, etc.)",Assembly,1,19
junior,"Senior Executive (C-Suite, VP, etc.)",C,1,20
junior,"Senior Executive (C-Suite, VP, etc.)",SAS,1,21
junior,"Senior Executive (C-Suite, VP, etc.)",VBA,1,22
junior,"Senior Executive (C-Suite, VP, etc.)",PHP,1,23
junior,"Senior Executive (C-Suite, VP, etc.)",COBOL,1,24
junior,Senior executive/VP,HTML/CSS,2,1
junior,Senior executive/VP,PHP,1,2
junior,Senior executive/VP,Swift,1,3
junior,Senior executive/VP,JavaScript,1,4
junior,Senior executive/VP,C++,1,5
junior,Senior executive/VP,VBA,1,6
junior,Senior executive/VP,SQL,1,7
junior,Student,JavaScript,148,1
junior,Student,HTML/CSS,145,2
junior,Student,SQL,116,3
junior,Student,Python,98,4
junior,Student,Java,92,5
junior,Student,PHP,66,6
junior,Student,TypeScript,56,7
junior,Student,C#,52,8
junior,Student,C++,48,9
junior,Student,C,46,10
junior,Student,Node.js,34,11
junior,Student,Bash/Shell/PowerShell,27,12
junior,Student,Dart,26,13
junior,Student,Bash/Shell,24,14
junior,Student,Kotlin,22,15
junior,Student,R,15,16
junior,Student,Ruby,14,17
junior,Student,PowerShell,13,18
